Species;SampleID;Ind;Rep;conidL;conidW;conidiogL;conidiogW;conidA
Froth;UZ_10.23(4)_R307;104;R3;4,369;1,907;16,312;2,291;7,401
Froth;UZ_10.23(4)_R308;104;R3;4,047;1,844;14,523;2,195;6,709
Froth;UZ_10.23(4)_R309;104;R3;3,698;1,675;15,252;2,208;6,753
Froth;UZ_10.23(4)_R310;104;R3;4,187;1,899;16,74;2,205;5,909
Froth;UZ_12.23(5)_R101;125;R1;3,791;1,851;9,382;1,692;7,393
Froth;UZ_12.23(5)_R102;125;R1;4,501;2,15;12,371;1,62;7,221
Froth;UZ_12.23(5)_R103;125;R1;4,784;2,282;14,113;1,759;8,257
Froth;UZ_12.23(5)_R104;125;R1;5,174;2,333;15,122;1,879;9,398
Froth;UZ_12.23(5)_R105;125;R1;4,61;2,275;12,716;1,54;7,737
Froth;UZ_12.23(5)_R106;125;R1;5,432;1,928;15,676;1,495;8,293
Froth;UZ_12.23(5)_R107;125;R1;4,618;2,209;12,308;1,193;8,049
Froth;UZ_12.23(5)_R108;125;R1;4,277;1,896;12,708;1,412;6,917
Froth;UZ_12.23(5)_R109;125;R1;5,137;2,267;13,997;1,57;8,773
Froth;UZ_12.23(5)_R110;125;R1;4,298;1,877;13,095;2,182;6,845
Froth;UZ_12.23(5)_R201;125;R2;3,857;1,877;12,3;1,352;6,461
Froth;UZ_12.23(5)_R202;125;R2;4,871;2,221;10,752;1,118;8,725
Froth;UZ_12.23(5)_R203;125;R2;4,109;1,802;10;1,687;5,881
Froth;UZ_12.23(5)_R204;125;R2;4,522;2,074;11,809;1,436;7,577
Froth;UZ_12.23(5)_R205;125;R2;3,963;1,65;12,176;1,694;5,285
Froth;UZ_12.23(5)_R206;125;R2;4,35;1,815;11,95;1,631;6,321
Froth;UZ_12.23(5)_R207;125;R2;5,164;2,054;13,124;2,112;7,809
Froth;UZ_12.23(5)_R208;125;R2;4,287;1,831;9,381;1,555;6,293
Froth;UZ_12.23(5)_R209;125;R2;4,501;2,055;13,907;1,48;7,429
Froth;UZ_12.23(5)_R210;125;R2;4,9;2,025;11,909;1,362;7,529
Froth;UZ_12.23(5)_R301;125;R3;4,622;1,997;12,511;2,314;7,109
Froth;UZ_12.23(5)_R302;125;R3;4,628;2,033;9,666;2,276;7,569
Froth;UZ_12.23(5)_R303;125;R3;5,156;2,067;10,261;2,159;8,785
Froth;UZ_12.23(5)_R304;125;R3;4,465;2,201;9,713;2,553;7,481
Froth;UZ_12.23(5)_R305;125;R3;4,627;2,145;9,575;2,021;6,845
Froth;UZ_12.23(5)_R306;125;R3;4,533;1,679;10,326;2,044;6,893
Froth;UZ_12.23(5)_R307;125;R3;5,069;2,288;11,944;2,215;9,226
Froth;UZ_12.23(5)_R308;125;R3;4,652;1,928;13,455;2,413;6,877
Froth;UZ_12.23(5)_R309;125;R3;4,607;1,898;9,359;2,427;7,601
Froth;UZ_12.23(5)_R310;125;R3;4,348;2,371;11,827;2,522;7,809
